"filename", "language", "Python", "pip requirements", "JSON", "Properties", "Markdown", "comment", "blank", "total"
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_153302.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_153336.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_153432.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_153555.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_154815.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_155019.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_155139.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_155246.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_160623.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_160816.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_163208.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_163320.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_165226.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_170156.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_170245.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250522_233636.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_104826.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_105011.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_105119.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_144850.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_145244.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_152300.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_153151.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_153351.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_153602.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_153901.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_155246.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250523_155553.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250525_164847.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250525_165056.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250525_165151.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250607_092203.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/training_data/llm_responses_20250607_092425.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 9
"/Users/trangta/Documents/ChatBot/transform.py", "Python", 130, 0, 0, 0, 0, 5, 29, 164
"Total", "-", 1769, 6, 969028, 3, 157, 286, 436, 971685
